,user_id,snowplow_pseudo_id,AGEB_key,user_first_visit,traffic_source,device_category,browser,mobile_brand,model_name,country,total_session_duration,total_events,total_page_views,engagement_time_minutes
41,06bf4df9-3069-4298-81b3-733069324b8f,1842373298.1606927569,,2020-12-02,google,desktop,Chrome,Google,,Mexico,71,10,2,0.09
42,09fa0dab-5788-4e63-98f9-1d0d4456b09f,1248149627.1616855248,1510400011777,2021-03-27,taboola,mobile,Chrome,,,Mexico,135,10,2,0.66
43,0affdd3f-014f-422e-92a5-d096f70edeb1,846865883.1607015112,,2020-12-03,culturacolectiva.com,desktop,Chrome,Google,,Venezuela,4503,54,18,0.14
44,0b31ef45-3e9e-443e-9355-97ef9f9ccd83,1646972154.1605558112,,2020-11-16,(direct),desktop,Chrome,Google,,United States,12912,212,20,0.11
45,0b31ef45-3e9e-443e-9355-97ef9f9ccd83,1646972154.1605558112,,2020-11-16,(direct),desktop,Chrome,Google,,United States,12912,212,20,0.09
46,0b31ef45-3e9e-443e-9355-97ef9f9ccd83,1646972154.1605558112,,2020-11-16,(direct),desktop,Chrome,Google,,United States,4884,16,4,0.0
47,0b31ef45-3e9e-443e-9355-97ef9f9ccd83,1646972154.1605558112,,2020-11-16,(direct),desktop,Chrome,Google,,United States,2378,16,4,
48,0b588a6f-e398-4e4e-8388-dccbd29c4e9f,311075023.1604455026,,2020-11-03,(direct),mobile,Chrome,Huawei,,Dominican Republic,5456,72,28,0.05
49,0ec431e9-d177-4c69-a6bb-adbfff13bc74,204733311.1605465075,,2020-11-15,bing,desktop,Edge,Microsoft,,Spain,22,10,4,0.0
50,1bc09bc8-bd6d-45a6-b17a-5020ea709bc5,802552160.1607018801,,2020-12-03,mx.search.yahoo.com,desktop,Chrome,Google,,Mexico,676,17,3,0.18
51,281e4a52-aa09-49ba-b92a-92c92caa7592,224808187.1606805666,,2020-12-01,google,mobile,Chrome,Samsung,,Argentina,24895,391,132,0.41
52,281e4a52-aa09-49ba-b92a-92c92caa7592,566935118.1606985734,,2020-12-03,freim.tv,mobile,Chrome,Samsung,,Argentina,844,36,18,0.07
53,281e4a52-aa09-49ba-b92a-92c92caa7592,566935118.1606985734,,2020-12-03,freim.tv,mobile,Chrome,Samsung,,Argentina,18,10,4,
54,281e4a52-aa09-49ba-b92a-92c92caa7592,566935118.1606985734,,2020-12-03,freim.tv,mobile,Chrome,Samsung,,Argentina,1093,28,12,0.0
55,28c0b55f-7527-479a-80f9-e7e671fea5d9,1667123045.1615846229,,2021-03-15,(direct),mobile,Android Webview,,,Colombia,374,9,2,2.52
56,32c13b2c-1433-42f5-9625-68ccd2b37db1,785144603.1605627016,,2020-11-17,(direct),desktop,Chrome,Apple,,Colombia,2113,74,13,0.05
57,32c13b2c-1433-42f5-9625-68ccd2b37db1,785144603.1605627016,,2020-11-17,(direct),desktop,Chrome,Apple,,Colombia,28,21,10,0.0
58,32c13b2c-1433-42f5-9625-68ccd2b37db1,633558797.1605824178,,2020-11-19,news-staging.culturacolectiva.com,desktop,Chrome,Apple,,Colombia,802086,4107,2738,
59,32c13b2c-1433-42f5-9625-68ccd2b37db1,785144603.1605627016,,2020-11-17,(direct),desktop,Chrome,Apple,,Colombia,73,15,4,0.02
60,32c13b2c-1433-42f5-9625-68ccd2b37db1,785144603.1605627016,,2020-11-17,(direct),desktop,Chrome,Apple,,Colombia,219,45,12,0.0
61,336a7d26-938e-42cb-8589-a028a17c0b40,826168110.1606753470,,2020-11-30,google,desktop,Chrome,Google,,Ecuador,3436,27,10,0.07
62,344e6bfa-07e8-44c6-a76a-42f307a2e36c,2121193489.1607154557,,2020-12-05,culturacolectiva-com.cdn.ampproject.org,tablet,Chrome,Huawei,,Mexico,7740,90,36,0.11
63,344e6bfa-07e8-44c6-a76a-42f307a2e36c,2121193489.1607154557,,2020-12-05,culturacolectiva-com.cdn.ampproject.org,tablet,Chrome,Huawei,,Mexico,7740,90,36,0.0
64,3b1b1996-45ff-418e-83d8-144e1ee50c9e,908176016.1606949556,,2020-12-02,google,desktop,Chrome,Google,,Peru,135,13,4,0.39
65,3c8cd035-6d4c-42ed-b148-fe3851cd58e2,1186711035.1591054636,,2020-06-01,(direct),mobile,Chrome,Sony,,Mexico,448,14,8,0.0
66,3c8cd035-6d4c-42ed-b148-fe3851cd58e2,1186711035.1591054636,,2020-06-01,(direct),mobile,Chrome,Sony,,Mexico,0,4,2,
67,3cb85dd4-dcc2-4800-83b2-3a25e3db4886,amp-CS7ZViOzIaJK1tSbSp-HMw,,2020-11-05,m.facebook.com,mobile,Chrome,Huawei,,Mexico,20,24,8,0.0
68,3e04dcb7-c3ed-4acc-92fe-c95f1f590acb,185952484.1614451603,080194389,2021-02-27,culturacolectiva.com,mobile,Chrome,,,Mexico,37236,986,298,0.0
69,3e04dcb7-c3ed-4acc-92fe-c95f1f590acb,185952484.1614451603,080194478,2021-02-27,culturacolectiva.com,mobile,Chrome,,,Mexico,37236,986,298,0.0
70,3e04dcb7-c3ed-4acc-92fe-c95f1f590acb,185952484.1614451603,080194478,2021-02-27,culturacolectiva.com,mobile,Chrome,,,Mexico,15136,1024,304,0.0
71,442e30c9-708b-494e-8e78-92d3661f86eb,1120933727.1606937719,,2020-12-02,(direct),desktop,Firefox,Mozilla,,Ecuador,15245,165,60,0.21
72,465d48a4-7c5f-460e-82b4-98250bf3fe1a,1646972154.1605558112,,2020-11-16,(direct),desktop,Chrome,Google,,United States,25824,424,40,8.7
73,465d48a4-7c5f-460e-82b4-98250bf3fe1a,1646972154.1605558112,,2020-11-16,(direct),desktop,Chrome,Google,,United States,6456,106,10,0.37
74,521434f6-f46c-4e03-8838-de3bb52b876a,2103810754.1607013582,,2020-12-03,l.facebook.com,desktop,Chrome,Google,,,345252,1857,1202,
75,521434f6-f46c-4e03-8838-de3bb52b876a,2103810754.1607013582,,2020-12-03,l.facebook.com,desktop,Chrome,Google,,Mexico,922280,5120,3200,0.04
76,521434f6-f46c-4e03-8838-de3bb52b876a,2103810754.1607013582,,2020-12-03,l.facebook.com,desktop,Chrome,Google,,Mexico,85730,500,314,
77,56f59d3d-fb30-4e3d-817a-f84b7b832edc,760361707.1608231597,,2020-12-17,culturacolectiva.com,mobile,Android Webview,,,Colombia,35928,472,168,7.01
78,5d15a343-50a5-46a7-8f42-3693992b43fb,511132014.1614060031,2111400014824,2021-02-23,culturacolectiva.com,mobile,Chrome,,,Mexico,7488,150,42,0.0
79,641ba022-40db-46cc-b005-ce107abe7093,1645753102.1614181704,150990438,2021-02-24,news.culturacolectiva.com,desktop,Chrome,,,Mexico,446292,6384,2898,0.0
80,641ba022-40db-46cc-b005-ce107abe7093,1506032646.1614181777,150990438,2021-02-24,tegger.io,desktop,Chrome,,,Mexico,228,22,8,
81,641ba022-40db-46cc-b005-ce107abe7093,1645753102.1614181704,150990438,2021-02-24,news.culturacolectiva.com,desktop,Chrome,,,Mexico,343807,3638,1862,0.0
82,641ba022-40db-46cc-b005-ce107abe7093,1506032646.1614181777,150990438,2021-02-24,tegger.io,desktop,Chrome,,,Mexico,224,16,4,0.32
83,641ba022-40db-46cc-b005-ce107abe7093,1645753102.1614181704,150990438,2021-02-24,news.culturacolectiva.com,desktop,Chrome,,,Mexico,202825,2500,1450,0.0
84,641ba022-40db-46cc-b005-ce107abe7093,942450714.1614189308,150990438,2021-02-24,tegger.io,desktop,Chrome,,,Mexico,282,32,10,
85,641ba022-40db-46cc-b005-ce107abe7093,1645753102.1614181704,150990438,2021-02-24,news.culturacolectiva.com,desktop,Chrome,,,Mexico,1013327,11143,6043,0.0
86,64fd1a98-0e8a-4772-888f-be9e3c4c6bd5,1686159040.1606044631,,2020-11-22,google,mobile,Chrome,Samsung,,Argentina,9864,300,144,0.16
87,67277ef5-f562-4996-87f6-cca694da9dc9,1867301146.1607048386,,2020-12-03,culturacolectiva-com.cdn.ampproject.org,mobile,Chrome,Huawei,,Dominican Republic,20,16,8,
88,691d32d6-ac7e-4640-be1d-d36cf1f8fd04,1675894778.1606942681,,2020-12-02,google,mobile,Chrome,LG,,Spain,146,12,2,0.18
89,6bbdf84b-1591-46c6-9908-d99461753e1c,23289598.1612926352,,2021-02-09,culturacolectiva-com.cdn.ampproject.org,mobile,Chrome,,,El Salvador,7163,81,30,0.0
90,70b75c61-6632-41ca-9641-f9d5b44d739c,1490725997.1607185163,,2020-12-05,freim.tv,mobile,Chrome,Alcatel,,El Salvador,58,8,2,0.3
91,74636e4e-32e0-42d6-9b2f-226bce2cd5aa,1109911816.1607673852,,2020-12-11,pinterest.com,desktop,Chrome,,,Mongolia,195,14,4,0.09
92,74937387-3a3c-45a1-b8a6-ccf1834c95a4,650619429.1606767016,,2020-11-30,(direct),desktop,Chrome,Google,,Ecuador,2260,160,60,0.07
93,79373a53-ce5d-459b-848d-056e7d86fc99,2027546500.1606629701,,2020-11-29,(direct),mobile,Chrome,Motorola,,Mexico,157,9,2,0.1
94,7968c65b-b991-4a19-85df-1855a7fb3bf3,1123577860.1607038840,,2020-12-03,google,desktop,Chrome,Google,,Peru,76167,434,217,0.09
95,7968c65b-b991-4a19-85df-1855a7fb3bf3,1123577860.1607038840,,2020-12-03,google,desktop,Chrome,Google,,Peru,195858,1116,558,
96,7968c65b-b991-4a19-85df-1855a7fb3bf3,1123577860.1607038840,,2020-12-03,google,desktop,Chrome,Google,,Peru,517376,2438,1383,0.0
97,7968c65b-b991-4a19-85df-1855a7fb3bf3,1123577860.1607038840,,2020-12-03,google,desktop,Chrome,Google,,Peru,537428,2576,1461,0.0
98,7968c65b-b991-4a19-85df-1855a7fb3bf3,1123577860.1607038840,,2020-12-03,google,desktop,Chrome,Google,,Peru,73440,420,270,
99,7968c65b-b991-4a19-85df-1855a7fb3bf3,1123577860.1607038840,,2020-12-03,google,desktop,Chrome,Google,,Peru,9792,56,36,
100,7ba46f97-5d82-45da-878f-c85700a5fc2e,1297245441.1606857105,,2020-12-01,bing,mobile,Chrome,Huawei,,Ecuador,35360,328,152,0.11
101,7d983476-9ce6-421b-9eb5-7fbacb10984f,86149919.1607041320,,2020-12-03,google,mobile,Chrome,Huawei,,Mexico,13438,148,62,0.06
102,7df37d4c-b4c1-4378-834c-a813ccc869e7,1613459289.1616318064,,2021-03-21,(direct),mobile,Chrome,,,Colombia,58,7,2,0.1
103,80267c71-54e1-4e1f-8035-b1d064cee25e,1477754524.1606750785,,2020-11-30,google,desktop,Chrome,Google,,Dominican Republic,18810,150,66,
104,803de5da-3a49-46b9-90c4-1fd3655d13c6,amp-xw7FGOrXEACDdp8AwszWtg,,2020-11-12,culturacolectiva.com,desktop,Chrome,Google,,Mexico,99389,1710,760,0.04
105,84ebb80d-65e8-4102-9644-e80023ec4526,297563580.1606635301,,2020-11-29,(direct),mobile,Chrome,Samsung,,Ecuador,39603,258,114,0.13
106,84ebb80d-65e8-4102-9644-e80023ec4526,297563580.1606635301,,2020-11-29,(direct),mobile,Chrome,Samsung,,Ecuador,19,13,6,0.06
107,84ebb80d-65e8-4102-9644-e80023ec4526,297563580.1606635301,,2020-11-29,(direct),mobile,Chrome,Samsung,,Ecuador,3084,27,15,
108,84ebb80d-65e8-4102-9644-e80023ec4526,297563580.1606635301,,2020-11-29,(direct),mobile,Chrome,Samsung,,Ecuador,104,16,8,
109,876c8797-bf62-411b-9685-7412212571dc,1932652469.1584493953,,2020-11-13,(direct),mobile,Chrome,,,Mexico,1033,47,11,0.09
110,876c8797-bf62-411b-9685-7412212571dc,1932652469.1584493953,,2020-11-13,(direct),mobile,Chrome,,,Mexico,1758,26,12,0.0
111,876c8797-bf62-411b-9685-7412212571dc,1932652469.1584493953,,2020-11-13,(direct),mobile,Chrome,,,Mexico,10,8,4,
112,876c8797-bf62-411b-9685-7412212571dc,1932652469.1584493953,260420908,2020-11-13,(direct),mobile,Chrome,,,Mexico,4,8,4,0.0
113,876c8797-bf62-411b-9685-7412212571dc,1932652469.1584493953,260420908,2020-11-13,(direct),mobile,Chrome,,,Mexico,10,8,4,
114,876c8797-bf62-411b-9685-7412212571dc,1932652469.1584493953,260420908,2020-11-13,(direct),mobile,Chrome,,,Mexico,595,5,2,0.0
115,876c8797-bf62-411b-9685-7412212571dc,1932652469.1584493953,2604200010611,2020-11-13,(direct),mobile,Chrome,,,Mexico,585,6,2,0.0
116,876c8797-bf62-411b-9685-7412212571dc,1932652469.1584493953,2604200010611,2020-11-13,(direct),mobile,Chrome,,,Mexico,0,4,2,0.0
117,876c8797-bf62-411b-9685-7412212571dc,1932652469.1584493953,240490064,2020-11-13,(direct),mobile,Chrome,,,Mexico,0,4,2,0.0
118,876c8797-bf62-411b-9685-7412212571dc,1932652469.1584493953,150990438,2020-11-13,(direct),mobile,Chrome,,,Mexico,0,4,2,0.0
119,89de4f7c-b7be-4787-8ebc-f8c34a947796,623002164.1606754377,,2020-11-30,google,mobile,Chrome,Huawei,,Mexico,15704,533,208,0.11
120,8db2aaa7-657f-43bd-b435-601d81d3d6dc,316952381.1598591162,0901700010278,2020-08-28,google,mobile,Firefox,,,Mexico,604,56,32,0.05
121,9f483722-df6d-417d-b4f5-a94b55ac543d,1834086600.1594664956,,2020-07-22,google,mobile,Chrome,Huawei,,Colombia,170,17,5,0.07
122,a00af024-b3c6-466b-8ef6-f44b8fcc898c,742184826.1606250584,,2020-11-24,google,mobile,Chrome,Lanix,,Mexico,360,12,2,0.07
123,a264e1e6-be4e-4f96-aad8-002006f9441a,211334902.1615067919,,2021-03-06,pinterest.com,mobile,Android Webview,,,Spain,994,66,26,2.29
124,a93a84cf-75ed-4bca-a94c-4a1876b9d128,19533810.1606944015,,2020-12-02,freim.tv,desktop,Chrome,Google,,Mexico,5539,159,103,0.07
125,a97160f5-bcb7-47a2-aa6d-eb83cb7002da,1019062966.1606841765,,2020-12-01,google,desktop,Chrome,Google,,Canada,234,26,3,0.07
126,a97160f5-bcb7-47a2-aa6d-eb83cb7002da,1019062966.1606841765,,2020-12-01,google,desktop,Chrome,Google,,Canada,234,26,3,0.02
127,b40d16fb-704f-4c91-a8b9-71c120a56bbd,264918001.1606761979,,2020-11-30,google,mobile,Chrome,,,Mexico,27225,275,143,0.1
128,b4b8e572-7cb3-481b-a614-4051b1f0429d,1062662436.1607029317,,2020-12-03,freim.tv,mobile,Chrome,Motorola,,Mexico,3681,66,36,0.12
129,b4c5291a-153f-4826-8d46-7f12456b6a72,2027734688.1606858049,,2020-12-01,(direct),desktop,Chrome,Google,,Colombia,924,42,12,0.07
130,b5cb8a34-7861-45e0-beee-fdfe93ba46b9,1778768493.1607061739,,2020-12-04,freim.tv,mobile,Safari,Apple,,United States,1689,57,27,0.09
131,b6546fec-9568-47b4-805c-75cc5a6d5360,22879472.1606779205,,2020-11-30,(direct),desktop,Chrome,Google,,Ecuador,2348,72,16,0.15
132,b6546fec-9568-47b4-805c-75cc5a6d5360,22879472.1606779205,,2020-11-30,(direct),desktop,Chrome,Google,,Ecuador,587,18,4,0.03
133,bbd46f25-d6bc-49c3-b855-593bc4fd7691,32119737.1606860670,,2020-12-01,google,mobile,Chrome,Samsung,,Mexico,1864,74,20,0.07
134,be2a204b-2ea8-4de9-9272-7ebf95ae2a81,1017458816.1614225670,3105000010328,2021-02-24,tegger.io,mobile,Chrome,,,Mexico,12,16,6,0.0
135,bef3bacd-5a28-452f-a853-04058b1b983e,467983847.1607157617,,2020-12-05,google,desktop,Chrome,Google,,Ethiopia,79560,666,288,0.36
136,c0f4c0e0-abd5-4bab-93da-e267c0a37e40,1052598479.1606624723,,2020-11-28,(direct),tablet,Chrome,Huawei,,Canada,4462,52,24,0.0
137,c0f4c0e0-abd5-4bab-93da-e267c0a37e40,1052598479.1606624723,,2020-11-28,(direct),tablet,Chrome,Huawei,,Canada,25,20,10,0.0
138,c0f4c0e0-abd5-4bab-93da-e267c0a37e40,1742514185.1606197055,,2020-11-23,(direct),tablet,Chrome,Samsung,,Canada,422,22,8,
139,c0f4c0e0-abd5-4bab-93da-e267c0a37e40,1742514185.1606197055,,2020-11-23,(direct),tablet,Chrome,Samsung,,Canada,7498,86,32,
140,c0f4c0e0-abd5-4bab-93da-e267c0a37e40,1742514185.1606197055,,2020-11-23,(direct),tablet,Chrome,Samsung,,Canada,50,14,4,
141,c0f4c0e0-abd5-4bab-93da-e267c0a37e40,1742514185.1606197055,,2020-11-23,(direct),tablet,Chrome,Samsung,,Canada,61,13,2,0.05
142,c0f4c0e0-abd5-4bab-93da-e267c0a37e40,1742514185.1606197055,,2020-11-23,(direct),tablet,Chrome,Samsung,,Canada,6458,86,28,0.0
143,cc61fa9f-6b0b-4c93-8534-5948dbc10df3,1026620389.1605556300,,2020-11-16,(direct),desktop,Chrome,Google,,United States,2535,47,8,0.04
144,ce4d7fe8-e1f6-4622-9b07-041d8700105b,1884574414.1607119103,,2020-12-04,Cultura Colectiva,desktop,Chrome,Google,,Bolivia,4360,116,40,0.06
145,d1b07198-ec06-42e4-925c-cb6349c816a3,2045592689.1606776607,,2020-11-30,google,desktop,Chrome,Google,,Mexico,139,43,2,0.27
146,d86bdf5b-a88f-4630-9030-0ecb6fa01645,750313099.1606083092,,2020-11-22,google,mobile,Chrome,Samsung,,Argentina,380,36,8,0.11
147,de156b28-9871-4ff4-9cd7-97aeaa925c87,785144603.1605627016,,2020-11-17,(direct),desktop,Chrome,Apple,,Colombia,1019,32,5,0.36
148,e7763c73-e466-4443-90ce-8d0672021da5,1742514185.1606197055,,2020-11-23,(direct),tablet,Chrome,Samsung,,Canada,61,13,2,0.16
149,e8036a03-962f-461e-bb35-b6542f675d5a,1456554520.1613521451,1202900011936,2021-02-16,m.facebook.com,mobile,Chrome,,,Mexico,459,27,6,0.11
150,e8036a03-962f-461e-bb35-b6542f675d5a,1456554520.1613521451,1202900011936,2021-02-16,m.facebook.com,mobile,Chrome,,,Mexico,49077,324,162,0.0
151,e9102274-5698-4320-976e-a4ddde6aaeda,1379879226.1607036628,,2020-12-03,google,desktop,Chrome,Google,,Ecuador,1234,22,8,0.07
152,f63b6af6-cdef-4ff1-984f-c1a757770a09,912872515.1606829192,,2020-12-01,google,desktop,Chrome,Google,,Colombia,10572,148,56,0.0
153,f6a65b05-9006-4a67-ab81-6d3e328215dd,54180104.1606939793,,2020-12-02,mymoney777.icu,mobile,Samsung Internet,Samsung,,Curaçao,262,13,5,
154,f6a65b05-9006-4a67-ab81-6d3e328215dd,54180104.1606939793,,2020-12-02,mymoney777.icu,mobile,Samsung Internet,Samsung,,Sint Maarten,0,4,2,
155,f8b58653-dcd4-4975-a314-d9dea865c3ee,1019688250.1606678280,,2020-11-29,google,desktop,Chrome,Apple,,Spain,349,16,6,0.08
156,fbd56d6d-7b4f-432b-8c0a-7b71699884a9,1685681131.1607074474,,2020-12-04,culturacolectiva.com,desktop,Chrome,Google,,India,1131,12,5,0.65
157,601cbc11-50fa-4d38-8c8b-fc091e3085f6,1669781062.1614709649,2111400013737,2021-03-02,tegger.io,mobile,Chrome,Motorola,G8,Mexico,88433,1435,417,0.06
158,601cbc11-50fa-4d38-8c8b-fc091e3085f6,2003722756.1614709589,2111400013737,2021-03-02,tegger.io,mobile,Chrome,Motorola,G8,Mexico,76371,3454,978,0.03
159,601cbc11-50fa-4d38-8c8b-fc091e3085f6,967241006.1614709875,2111400013737,2021-03-02,tegger.io,mobile,Chrome,Motorola,G8,Mexico,4169,116,42,0.0
160,601cbc11-50fa-4d38-8c8b-fc091e3085f6,2003722756.1614709589,2111400013737,2021-03-02,tegger.io,mobile,Chrome,Motorola,G8,Mexico,380,26,10,0.0
161,601cbc11-50fa-4d38-8c8b-fc091e3085f6,2003722756.1614709589,2111400013737,2021-03-02,tegger.io,mobile,Chrome,Motorola,G8,Mexico,5,5,2,0.0
162,601cbc11-50fa-4d38-8c8b-fc091e3085f6,1669781062.1614709649,2111400013737,2021-03-02,tegger.io,mobile,Chrome,Motorola,G8,Mexico,3335,62,22,0.0
163,601cbc11-50fa-4d38-8c8b-fc091e3085f6,2003722756.1614709589,2111400013737,2021-03-02,tegger.io,mobile,Chrome,Motorola,G8,Mexico,139,16,5,0.0
164,601cbc11-50fa-4d38-8c8b-fc091e3085f6,1669781062.1614709649,2111400013737,2021-03-02,tegger.io,mobile,Chrome,Motorola,G8,Mexico,5250,54,21,0.0
165,601cbc11-50fa-4d38-8c8b-fc091e3085f6,1669781062.1614709649,2803200011082,2021-03-02,tegger.io,mobile,Chrome,Motorola,G8,Mexico,1608,14,8,
